4.8	2.8
124	0
126	0
129	0
131	0.0
163	0
204	0
212	0.0
213	0.4877605438232422
214	1.1818079948425293
215	1.1818079948425293
216	1.1818079948425293
217	1.1818079948425293
218	1.1818079948425293
219	1.0598015785217285
220	0.6238279342651367
221	0.6238279342651367
222	0.0
236	0.0
237	0.0
238	0.0
239	0.0
240	0.0
241	0.0
259	0
269	0
320	2.146695613861084
321	2.146695613861084
322	2.146695613861084
323	2.146695613861084
324	2.146695613861084
325	2.0330586433410645
326	0.7237491607666016
327	-0.5721426010131836
328	-0.5721426010131836
329	-0.5721426010131836
330	-0.5721426010131836
331	-0.5778312683105469
332	-0.5778312683105469
333	0.0
334	0.0
335	0.0
358	0.05068540573120117
359	0.05068540573120117
360	0.05068540573120117
361	0.05068540573120117
362	0.5458321571350098
363	0.5458321571350098
364	0.5458321571350098
365	0.5458321571350098
366	0.0
367	0.0
368	0.0
369	0.0
382	0.6363725662231445
383	0.7462301254272461
384	0.7462301254272461
385	0.7462301254272461
386	0.7462301254272461
387	0.9161386489868164
388	0.7462301254272461
389	0.2810707092285156
390	0.2810707092285156
391	0.2810707092285156
392	0.2810707092285156
393	1.4664525985717773
394	1.4664525985717773
395	1.4664525985717773
396	1.47607421875
397	2.251209259033203
398	2.464275360107422
399	2.4808216094970703
400	2.251209259033203
401	2.4808216094970703
402	2.3568878173828125
403	2.8486385345458984
404	2.8486385345458984
405	2.918614387512207
406	2.918614387512207
407	2.918614387512207
408	2.918614387512207
409	2.918614387512207
410	2.918614387512207
411	2.918614387512207
412	0.0
522	0
538	0
625	1.3756332397460938
626	1.656254768371582
627	2.301149368286133
628	2.301149368286133
629	2.316655158996582
630	2.316655158996582
631	2.317030906677246
632	2.317030906677246
633	2.4397764205932617
634	2.4437332153320312
635	2.4397764205932617
636	2.4397764205932617
637	2.4397764205932617
638	1.974257469177246
650	2.887129306793213
651	2.887129306793213
652	2.887129306793213
653	2.887129306793213
654	2.887129306793213
655	2.294541835784912
656	2.294541835784912
657	1.4106645584106445
658	0.0
659	0.0
660	0.0
661	0.33842945098876953
662	1.2232246398925781
663	2.294541835784912
664	2.5641465187072754
